=== Experiment 003: Tale of Two Cities ===
Date: Sun Apr  5 07:14:45 PM EDT 2026
Running exp003...
Loading data... 50257 tokens x 768d

=== Real Text: tale-ch1.txt ===
  Total tokens: 1401
  Unique tokens: 638
  Unique ratio: 45.5%
  Most repeated:
    ","          x94
    "\n"         x90
    " the"       x74
    " of"        x54
    " and"       x37
  Tokens appearing once: 494

  Decomposing (trace mode)...
   Step        Norm  Token              Hit?
    " money"        (appeared 1x)
    " spending"     (appeared 1x)
    " Under"        (appeared 1x)
    " guidance"     (appeared 1x)
    "Christian"     (appeared 1x)
    " pastors"      (appeared 1x)
    " she"          (appeared 1x)
    " entertained"  (appeared 1x)
    " herself"      (appeared 1x)
    " besides"      (appeared 1x)
    " such"         (appeared 1x)
    " humane"       (appeared 1x)
    "ach"           (appeared 1x)
    "ieve"          (appeared 1x)
    "ments"         (appeared 1x)
    " sentencing"   (appeared 1x)
    " youth"        (appeared 1x)
    " hands"        (appeared 1x)
    " cut"          (appeared 1x)
    " tongue"       (appeared 1x)
    "torn"          (appeared 1x)
    " p"            (appeared 1x)
    "inc"           (appeared 1x)
    " body"         (appeared 1x)
    " burned"       (appeared 1x)
    " alive"        (appeared 1x)
    " because"      (appeared 1x)
    "k"             (appeared 1x)
    "ne"            (appeared 1x)
    "eled"          (appeared 1x)
    " rain"         (appeared 1x)
    " do"           (appeared 1x)
    " honour"       (appeared 1x)
    " dirty"        (appeared 1x)
    " procession"   (appeared 1x)
    " monks"        (appeared 1x)
    "which"         (appeared 1x)
    " passed"       (appeared 1x)
    " within"       (appeared 1x)
    " view"         (appeared 1x)
    " distance"     (appeared 1x)
    " fifty"        (appeared 1x)
    " sixty"        (appeared 1x)
    "yards"         (appeared 1x)
    " rooted"       (appeared 1x)
    " woods"        (appeared 1x)
    "Nor"           (appeared 1x)
    " growing"      (appeared 1x)
    " trees"        (appeared 1x)
    " when"         (appeared 1x)
    " suff"         (appeared 1x)
    " put"          (appeared 1x)
    " death"        (appeared 1x)
    "al"            (appeared 1x)
    "ready"         (appeared 1x)
    " marked"       (appeared 1x)
    " Fate"         (appeared 1x)
    " sa"           (appeared 1x)
    "wn"            (appeared 1x)
    "boards"        (appeared 1x)
    " make"         (appeared 1x)
    " certain"      (appeared 1x)
    " mov"          (appeared 1x)
    "able"          (appeared 1x)
    " framework"    (appeared 1x)
    " sack"         (appeared 1x)
    " knife"        (appeared 1x)
    "it"            (appeared 1x)
    " terrible"     (appeared 1x)
    " history"      (appeared 1x)
    " rough"        (appeared 1x)
    "houses"        (appeared 1x)
    "of"            (appeared 1x)
    " till"         (appeared 1x)
    " heavy"        (appeared 1x)
    " lands"        (appeared 1x)
    " adjacent"     (appeared 1x)
    " Paris"        (appeared 1x)
    "hel"           (appeared 1x)
    " weather"      (appeared 1x)
    " day"          (appeared 1x)
    " rude"         (appeared 1x)
    " carts"        (appeared 1x)
    " bes"          (appeared 1x)
    "pat"           (appeared 1x)
    "rust"          (appeared 1x)
    "ic"            (appeared 1x)
    " m"            (appeared 1x)
    "ire"           (appeared 1x)
    "uffed"         (appeared 1x)
    " pigs"         (appeared 1x)
    " ro"           (appeared 1x)
    "ost"           (appeared 1x)
    " poultry"      (appeared 1x)
    " Death"        (appeared 1x)
    " already"      (appeared 1x)
    " set"          (appeared 1x)
    " apart"        (appeared 1x)
    " tum"          (appeared 1x)
    "br"            (appeared 1x)
    "ils"           (appeared 1x)
    " Revolution"   (appeared 1x)
    " But"          (appeared 1x)
    " though"       (appeared 1x)
    "un"            (appeared 1x)
    "ce"            (appeared 1x)
    "asing"         (appeared 1x)
    " silently"     (appeared 1x)
    " heard"        (appeared 1x)
    " muff"         (appeared 1x)
    "led"           (appeared 1x)
    " tread"        (appeared 1x)
    " rather"       (appeared 1x)
    "asm"           (appeared 1x)
    "uch"           (appeared 1x)
    " entertain"    (appeared 1x)
    " suspicion"    (appeared 1x)
    " awake"        (appeared 1x)
    " athe"         (appeared 1x)
    "istical"       (appeared 1x)
    " traitor"      (appeared 1x)
    "ous"           (appeared 1x)
    " scarcely"     (appeared 1x)
    " amount"       (appeared 1x)
    " protection"   (appeared 1x)
    "just"          (appeared 1x)
    "ify"           (appeared 1x)
    " national"     (appeared 1x)
    " boasting"     (appeared 1x)
    " D"            (appeared 1x)
    "aring"         (appeared 1x)
    " burgl"        (appeared 1x)
    "aries"         (appeared 1x)
    " armed"        (appeared 1x)
    " men"          (appeared 1x)
    "high"          (appeared 1x)
    " robberies"    (appeared 1x)
    " took"         (appeared 1x)
    " place"        (appeared 1x)
    " capital"      (appeared 1x)
    " itself"       (appeared 1x)
    " every"        (appeared 1x)
    "fam"           (appeared 1x)
    "ilies"         (appeared 1x)
    " publicly"     (appeared 1x)
    " cautioned"    (appeared 1x)
    " go"           (appeared 1x)
    " without"      (appeared 1x)
    " removing"     (appeared 1x)
    "their"         (appeared 1x)
    " furniture"    (appeared 1x)
    "erers"         (appeared 1x)
    " warehouses"   (appeared 1x)
    " security"     (appeared 1x)
    " dark"         (appeared 1x)
    " City"         (appeared 1x)
    " trades"       (appeared 1x)
    " recognised"   (appeared 1x)
    "chall"         (appeared 1x)
    "enged"         (appeared 1x)
    " fellow"       (appeared 1x)
    "tr"            (appeared 1x)
    "ades"          (appeared 1x)
    " stopped"      (appeared 1x)
    " character"    (appeared 1x)
    " Captain"      (appeared 1x)
    " gall"         (appeared 1x)
    "antly"         (appeared 1x)
    " him"          (appeared 1x)
    " head"         (appeared 1x)
    " rode"         (appeared 1x)
    " away"         (appeared 1x)
    "mail"          (appeared 1x)
    "aid"           (appeared 1x)
    " robbers"      (appeared 1x)
    " guard"        (appeared 1x)
    " three"        (appeared 1x)
    "then"          (appeared 1x)
    " got"          (appeared 1x)
    " himself"      (appeared 1x)
    " \xE2\x80"     (appeared 1x)
    " consequence"  (appeared 1x)
    "fail"          (appeared 1x)
    "ure"           (appeared 1x)
    " ammunition"   (appeared 1x)
    " mail"         (appeared 1x)
    " peace"        (appeared 1x)
    " magnificent"  (appeared 1x)
    " potent"       (appeared 1x)
    "ate"           (appeared 1x)
    " Mayor"        (appeared 1x)
    " stand"        (appeared 1x)
    " deliver"      (appeared 1x)
    " Turn"         (appeared 1x)
    "ham"           (appeared 1x)
    " Green"        (appeared 1x)
    " des"          (appeared 1x)
    "po"            (appeared 1x)
    "iled"          (appeared 1x)
    "ill"           (appeared 1x)
    "ust"           (appeared 1x)
    "rious"         (appeared 1x)
    " creature"     (appeared 1x)
    " sight"        (appeared 1x)
    " ret"          (appeared 1x)
    "ue"            (appeared 1x)
    " prisoners"    (appeared 1x)
    "ga"            (appeared 1x)
    "ols"           (appeared 1x)
    " fought"       (appeared 1x)
    " battles"      (appeared 1x)
    " turn"         (appeared 1x)
    "keys"          (appeared 1x)
    " majesty"      (appeared 1x)
    " law"          (appeared 1x)
    "fired"         (appeared 1x)
    " bl"           (appeared 1x)
    "under"         (appeared 1x)
    "uss"           (appeared 1x)
    " loaded"       (appeared 1x)
    " rounds"       (appeared 1x)
    " ball"         (appeared 1x)
    "ieves"         (appeared 1x)
    "ipped"         (appeared 1x)
    " diamond"      (appeared 1x)
    " crosses"      (appeared 1x)
    " necks"        (appeared 1x)
    " noble"        (appeared 1x)
    "Court"         (appeared 1x)
    " drawing"      (appeared 1x)
    "rooms"         (appeared 1x)
    " St"           (appeared 1x)
    " Giles"        (appeared 1x)
    " search"       (appeared 1x)
    "for"           (appeared 1x)
    " contr"        (appeared 1x)
    "aband"         (appeared 1x)
    " goods"        (appeared 1x)
    "mus"           (appeared 1x)
    " nobody"       (appeared 1x)
    " thought"      (appeared 1x)
    " occurrences"  (appeared 1x)
    "much"          (appeared 1x)
    " common"       (appeared 1x)
    " midst"        (appeared 1x)
    " hang"         (appeared 1x)
    " busy"         (appeared 1x)
    " useless"      (appeared 1x)
    " constant"     (appeared 1x)
    " requ"         (appeared 1x)
    "isition"       (appeared 1x)
    " string"       (appeared 1x)
    "up"            (appeared 1x)
    " long"         (appeared 1x)
    " rows"         (appeared 1x)
    " mis"          (appeared 1x)
    "cellaneous"    (appeared 1x)
    " criminals"    (appeared 1x)
    " hanging"      (appeared 1x)
    " house"        (appeared 1x)
    "breaker"       (appeared 1x)
    "Saturday"      (appeared 1x)
    " taken"        (appeared 1x)
    " Tuesday"      (appeared 1x)
    "hand"          (appeared 1x)
    " New"          (appeared 1x)
    "gate"          (appeared 1x)
    " pamph"        (appeared 1x)
    "lets"          (appeared 1x)
    " door"         (appeared 1x)
    "West"          (appeared 1x)
    "minster"       (appeared 1x)
    " Hall"         (appeared 1x)
    "day"           (appeared 1x)
    " life"         (appeared 1x)
    " atro"         (appeared 1x)
    "cious"         (appeared 1x)
    " murderer"     (appeared 1x)
    "morrow"        (appeared 1x)
    " pil"          (appeared 1x)
    " farmer"       (appeared 1x)
    " boy"          (appeared 1x)
    "six"           (appeared 1x)
    "p"             (appeared 1x)
    "ence"          (appeared 1x)
    "All"           (appeared 1x)
    " came"         (appeared 1x)
    " pass"         (appeared 1x)
    "upon"          (appeared 1x)
    " dear"         (appeared 1x)
    "En"            (appeared 1x)
    "viron"         (appeared 1x)
    " while"        (appeared 1x)
    " worked"       (appeared 1x)
    " un"           (appeared 1x)
    "he"            (appeared 1x)
    "eded"          (appeared 1x)
    "those"         (appeared 1x)
    " jaws"         (appeared 1x)
    "fair"          (appeared 1x)
    " faces"        (appeared 1x)
    " stir"         (appeared 1x)
    " carried"      (appeared 1x)
    " divine"       (appeared 1x)
    " rights"       (appeared 1x)
    " high"         (appeared 1x)
    " Thus"         (appeared 1x)
    " conduct"      (appeared 1x)
    " Great"        (appeared 1x)
    "nesses"        (appeared 1x)
    " my"           (appeared 1x)
    "ri"            (appeared 1x)
    "ads"           (appeared 1x)
    " small"        (appeared 1x)
    "creat"         (appeared 1x)
    "ures"          (appeared 1x)
    " creatures"    (appeared 1x)
    " chron"        (appeared 1x)
    "icle"          (appeared 1x)
    " rest"         (appeared 1x)
    "along"         (appeared 1x)
    " lay"          (appeared 1x)

--- GPT-2 XL ---
Loading gpt2-xl... 50257 tokens x 1600d

=== Real Text: tale-ch1.txt ===
  Total tokens: 1401
  Unique tokens: 638
  Unique ratio: 45.5%
  Most repeated:
    ","          x94
    "\n"         x90
    " the"       x74
    " of"        x54
    " and"       x37
  Tokens appearing once: 494

  Decomposing...

--- Results ---
  Total token recovery:  69.5% (973/1401, 428 missing, 319 extra)
  Unique token recovery: 38.6% (246/638)
  Recovered tokens: 1346
  Final residual: 28.2016

  Missing unique tokens (392):
    "that"          (appeared 3x)
    " seventy"      (appeared 3x)
    " this"         (appeared 3x)
    " Farmer"       (appeared 3x)
    " they"         (appeared 3x)
    " who"          (appeared 3x)
    "It"            (appeared 2x)
    " epoch"        (appeared 2x)
    " us"           (appeared 2x)
    " being"        (appeared 2x)
    " king"         (appeared 2x)
    " jaw"          (appeared 2x)
    " queen"        (appeared 2x)
    " In"           (appeared 2x)
    " favoured"     (appeared 2x)
    " Cock"         (appeared 2x)
    "lane"          (appeared 2x)
    " dozen"        (appeared 2x)
    " after"        (appeared 2x)
    " have"         (appeared 2x)
    " he"           (appeared 2x)
    " is"           (appeared 2x)
    "erer"          (appeared 2x)
    " into"         (appeared 2x)
    " about"        (appeared 2x)
    "\x9C"          (appeared 2x)
    " robbed"       (appeared 2x)
    " among"        (appeared 2x)
    " mob"          (appeared 2x)
    " two"          (appeared 2x)
    " best"         (appeared 1x)
    " worst"        (appeared 1x)
    "isdom"         (appeared 1x)
    " foolish"      (appeared 1x)
    " belief"       (appeared 1x)
    "was"           (appeared 1x)
    " incred"       (appeared 1x)
    " Light"        (appeared 1x)
    "season"        (appeared 1x)
    " Darkness"     (appeared 1x)
    " spring"       (appeared 1x)
    " hope"         (appeared 1x)
    "des"           (appeared 1x)
    "pair"          (appeared 1x)
    " everything"   (appeared 1x)
    " Heaven"       (appeared 1x)
    "short"         (appeared 1x)
    "no"            (appeared 1x)
    "iest"          (appeared 1x)
    " insisted"     (appeared 1x)
    " good"         (appeared 1x)
    "evil"          (appeared 1x)
    "ative"         (appeared 1x)
    " degree"       (appeared 1x)
    " comparison"   (appeared 1x)
    "There"         (appeared 1x)
    "rone"          (appeared 1x)
    "a"             (appeared 1x)
    " throne"       (appeared 1x)
    " countries"    (appeared 1x)
    " clearer"      (appeared 1x)
    "than"          (appeared 1x)
    " crystal"      (appeared 1x)
    " State"        (appeared 1x)
    " preserves"    (appeared 1x)
    " lo"           (appeared 1x)
    " fishes"       (appeared 1x)
    " settled"      (appeared 1x)
    " Our"          (appeared 1x)
    "Spirit"        (appeared 1x)
    "ual"           (appeared 1x)
    " revelations"  (appeared 1x)
    " conceded"     (appeared 1x)
    " South"        (appeared 1x)
    "cott"          (appeared 1x)
    " attained"     (appeared 1x)
    "tw"            (appeared 1x)
    "ieth"          (appeared 1x)
    " birthday"     (appeared 1x)
    " prophetic"    (appeared 1x)
    " Life"         (appeared 1x)
    "her"           (appeared 1x)
    " sublime"      (appeared 1x)
    " appearance"   (appeared 1x)
    " announcing"   (appeared 1x)
    " arrangements" (appeared 1x)
    "made"          (appeared 1x)
    " swallowing"   (appeared 1x)
    " Westminster"  (appeared 1x)
    " Even"         (appeared 1x)
    "ghost"         (appeared 1x)
    " years"        (appeared 1x)
    "apping"        (appeared 1x)
    "mess"          (appeared 1x)
    "ages"          (appeared 1x)
    "super"         (appeared 1x)
    "aturally"      (appeared 1x)
    "icient"        (appeared 1x)
    " original"     (appeared 1x)
    ")"             (appeared 1x)
    "apped"         (appeared 1x)
    " theirs"       (appeared 1x)
    "ere"           (appeared 1x)
    " messages"     (appeared 1x)
    "earth"         (appeared 1x)
    " events"       (appeared 1x)
    " lately"       (appeared 1x)
    " English"      (appeared 1x)
    " Crown"        (appeared 1x)
    " People"       (appeared 1x)
    " congress"     (appeared 1x)
    " British"      (appeared 1x)
    " subjects"     (appeared 1x)
    " America"      (appeared 1x)
    " strange"      (appeared 1x)
    "to"            (appeared 1x)
    " relate"       (appeared 1x)
    " proved"       (appeared 1x)
    " important"    (appeared 1x)
    " human"        (appeared 1x)
    "communications" (appeared 1x)
    " yet"          (appeared 1x)
    " chickens"     (appeared 1x)
    "bro"           (appeared 1x)
    "France"        (appeared 1x)
    " whole"        (appeared 1x)
    " matters"      (appeared 1x)
    " spiritual"    (appeared 1x)
    "ister"         (appeared 1x)
    " shield"       (appeared 1x)
    "ident"         (appeared 1x)
    " rolled"       (appeared 1x)
    " exceeding"    (appeared 1x)
    "hill"          (appeared 1x)
    " making"       (appeared 1x)
    " paper"        (appeared 1x)
    " money"        (appeared 1x)
    " spending"     (appeared 1x)
    " Under"        (appeared 1x)
    " guidance"     (appeared 1x)
    "Christian"     (appeared 1x)
    " pastors"      (appeared 1x)
    " entertained"  (appeared 1x)
    " herself"      (appeared 1x)
    " besides"      (appeared 1x)
    " such"         (appeared 1x)
    " humane"       (appeared 1x)
    "ach"           (appeared 1x)
    "ments"         (appeared 1x)
    " sentencing"   (appeared 1x)
    " youth"        (appeared 1x)
    " hands"        (appeared 1x)
    " cut"          (appeared 1x)
    " tongue"       (appeared 1x)
    "torn"          (appeared 1x)
    "inc"           (appeared 1x)
    " body"         (appeared 1x)
    " burned"       (appeared 1x)
    " alive"        (appeared 1x)
    " because"      (appeared 1x)
    "ne"            (appeared 1x)
    "eled"          (appeared 1x)
    " rain"         (appeared 1x)
    " dirty"        (appeared 1x)
    " monks"        (appeared 1x)
    "which"         (appeared 1x)
    " within"       (appeared 1x)
    " distance"     (appeared 1x)
    " sixty"        (appeared 1x)
    " rooted"       (appeared 1x)
    "Nor"           (appeared 1x)
    " growing"      (appeared 1x)
    " trees"        (appeared 1x)
    " suff"         (appeared 1x)
    " death"        (appeared 1x)
    "ready"         (appeared 1x)
    " marked"       (appeared 1x)
    " Fate"         (appeared 1x)
    " sa"           (appeared 1x)
    "wn"            (appeared 1x)
    "boards"        (appeared 1x)
    " make"         (appeared 1x)
    " certain"      (appeared 1x)
    " mov"          (appeared 1x)
    " framework"    (appeared 1x)
    " sack"         (appeared 1x)
    " knife"        (appeared 1x)
    "it"            (appeared 1x)
    " terrible"     (appeared 1x)
    " history"      (appeared 1x)
    " rough"        (appeared 1x)
    "of"            (appeared 1x)
    " till"         (appeared 1x)
    " heavy"        (appeared 1x)
    " lands"        (appeared 1x)
    " adjacent"     (appeared 1x)
    " Paris"        (appeared 1x)
    "hel"           (appeared 1x)
    " weather"      (appeared 1x)
    " rude"         (appeared 1x)
    " bes"          (appeared 1x)
    "pat"           (appeared 1x)
    "rust"          (appeared 1x)
    "ic"            (appeared 1x)
    "ire"           (appeared 1x)
    "uffed"         (appeared 1x)
    " pigs"         (appeared 1x)
    " ro"           (appeared 1x)
    "ost"           (appeared 1x)
    " poultry"      (appeared 1x)
    " Death"        (appeared 1x)
    " already"      (appeared 1x)
    " apart"        (appeared 1x)
    " tum"          (appeared 1x)
    "br"            (appeared 1x)
    " Revolution"   (appeared 1x)
    " But"          (appeared 1x)
    " though"       (appeared 1x)
    "un"            (appeared 1x)
    "asing"         (appeared 1x)
    " silently"     (appeared 1x)
    " heard"        (appeared 1x)
    " muff"         (appeared 1x)
    " tread"        (appeared 1x)
    " rather"       (appeared 1x)
    "asm"           (appeared 1x)
    "uch"           (appeared 1x)
    " suspicion"    (appeared 1x)
    " awake"        (appeared 1x)
    " athe"         (appeared 1x)
    " traitor"      (appeared 1x)
    "ous"           (appeared 1x)
    "In"            (appeared 1x)
    " amount"       (appeared 1x)
    " protection"   (appeared 1x)
    "just"          (appeared 1x)
    " much"         (appeared 1x)
    " boasting"     (appeared 1x)
    " burgl"        (appeared 1x)
    "aries"         (appeared 1x)
    " armed"        (appeared 1x)
    " men"          (appeared 1x)
    "high"          (appeared 1x)
    " capital"      (appeared 1x)
    "fam"           (appeared 1x)
    "ilies"         (appeared 1x)
    " publicly"     (appeared 1x)
    " cautioned"    (appeared 1x)
    " town"         (appeared 1x)
    " without"      (appeared 1x)
    " removing"     (appeared 1x)
    "their"         (appeared 1x)
    " furniture"    (appeared 1x)
    "hol"           (appeared 1x)
    "erers"         (appeared 1x)
    " warehouses"   (appeared 1x)
    " security"     (appeared 1x)
    " dark"         (appeared 1x)
    " City"         (appeared 1x)
    " trades"       (appeared 1x)
    "chall"         (appeared 1x)
    "enged"         (appeared 1x)
    " fellow"       (appeared 1x)
    "tr"            (appeared 1x)
    "ades"          (appeared 1x)
    " stopped"      (appeared 1x)
    " character"    (appeared 1x)
    " Captain"      (appeared 1x)
    " gall"         (appeared 1x)
    "antly"         (appeared 1x)
    " him"          (appeared 1x)
    " rode"         (appeared 1x)
    "mail"          (appeared 1x)
    "aid"           (appeared 1x)
    " guard"        (appeared 1x)
    " three"        (appeared 1x)
    "then"          (appeared 1x)
    " got"          (appeared 1x)
    " himself"      (appeared 1x)
    " four"         (appeared 1x)
    " \xE2\x80"     (appeared 1x)
    " consequence"  (appeared 1x)
    "fail"          (appeared 1x)
    "ure"           (appeared 1x)
    " ammunition"   (appeared 1x)
    " mail"         (appeared 1x)
    " magnificent"  (appeared 1x)
    " potent"       (appeared 1x)
    "ate"           (appeared 1x)
    " Mayor"        (appeared 1x)
    " stand"        (appeared 1x)
    " deliver"      (appeared 1x)
    " Turn"         (appeared 1x)
    " Green"        (appeared 1x)
    "po"            (appeared 1x)
    "ust"           (appeared 1x)
    "rious"         (appeared 1x)
    " creature"     (appeared 1x)
    " ret"          (appeared 1x)
    " prisoners"    (appeared 1x)
    "ga"            (appeared 1x)
    "ols"           (appeared 1x)
    " fought"       (appeared 1x)
    " battles"      (appeared 1x)
    "keys"          (appeared 1x)
    " majesty"      (appeared 1x)
    " law"          (appeared 1x)
    "fired"         (appeared 1x)
    "uss"           (appeared 1x)
    " loaded"       (appeared 1x)
    " rounds"       (appeared 1x)
    " ball"         (appeared 1x)
    "ipped"         (appeared 1x)
    " diamond"      (appeared 1x)
    " crosses"      (appeared 1x)
    " necks"        (appeared 1x)
    " noble"        (appeared 1x)
    "Court"         (appeared 1x)
    " drawing"      (appeared 1x)
    "rooms"         (appeared 1x)
    " St"           (appeared 1x)
    " Giles"        (appeared 1x)
    " search"       (appeared 1x)
    "for"           (appeared 1x)
    " contr"        (appeared 1x)
    "aband"         (appeared 1x)
    "mus"           (appeared 1x)
    " nobody"       (appeared 1x)
    " thought"      (appeared 1x)
    " occurrences"  (appeared 1x)
    " common"       (appeared 1x)
    " hang"         (appeared 1x)
    " busy"         (appeared 1x)
    " worse"        (appeared 1x)
    " useless"      (appeared 1x)
    " constant"     (appeared 1x)
    " requ"         (appeared 1x)
    "isition"       (appeared 1x)
    " string"       (appeared 1x)
    "up"            (appeared 1x)
    " rows"         (appeared 1x)
    " mis"          (appeared 1x)
    "cellaneous"    (appeared 1x)
    " criminals"    (appeared 1x)
    " house"        (appeared 1x)
    "breaker"       (appeared 1x)
    "Saturday"      (appeared 1x)
    " taken"        (appeared 1x)
    " Tuesday"      (appeared 1x)
    "gate"          (appeared 1x)
    " pamph"        (appeared 1x)
    "lets"          (appeared 1x)
    " door"         (appeared 1x)
    "West"          (appeared 1x)
    "minster"       (appeared 1x)
    " Hall"         (appeared 1x)
    "day"           (appeared 1x)
    " atro"         (appeared 1x)
    "cious"         (appeared 1x)
    " murderer"     (appeared 1x)
    "morrow"        (appeared 1x)
    " pil"          (appeared 1x)
    " boy"          (appeared 1x)
    "six"           (appeared 1x)
    "p"             (appeared 1x)
    "All"           (appeared 1x)
    " came"         (appeared 1x)
    " close"        (appeared 1x)
    "upon"          (appeared 1x)
    " dear"         (appeared 1x)
    "En"            (appeared 1x)
    "viron"         (appeared 1x)
    " worked"       (appeared 1x)
    "he"            (appeared 1x)
    "eded"          (appeared 1x)
    " jaws"         (appeared 1x)
    "fair"          (appeared 1x)
    " stir"         (appeared 1x)
    " carried"      (appeared 1x)
    " rights"       (appeared 1x)
    " Thus"         (appeared 1x)
    " did"          (appeared 1x)
    " conduct"      (appeared 1x)
    " Great"        (appeared 1x)
    " my"           (appeared 1x)
    "ads"           (appeared 1x)
    " small"        (appeared 1x)
    "creat"         (appeared 1x)
    " creatures"    (appeared 1x)
    " chron"        (appeared 1x)
    " rest"         (appeared 1x)
    "along"         (appeared 1x)
